Review Text,Aspect Term,Aspect Category,Opinion Term,Sentiment Polarity,Done,Main,Human
Have had no problems since joining [Company X]. They transferred my previous workplace pension without hassle. The online facility is easy to use and informative.,,,,,,1.0,
I don't have enough spare time to do a review.,,,,,,1.0,
"Good communication and simple, easy to use website. I moved a pension I had with another company into nest so everything was in one place. I would recommend.",,,,,,1.0,
"My workplace pension is managed by [Company X] Pensions. Log-in to my member areas is easy, as is navigating my pension details and activity. A comprehensive service.",,,,,,1.0,
"I only use the website to check my retirement pot every now and again, but its a great straight forward website which also gives you access to your letters or statements in your inbox which is great as i prefer paperless. Highly reccommend the site.",,,,,,1.0,
"It is very sad that neither the [Company X] team or the employers I work for are willing to change the contributions to upper level despite my many attempts. [Company X] is saying they can not change it and contact your employer, employers are saying no and suggest us to make a lump sum contribution.
Why should I loose the tax deductions?
Employers must be made to change contributions within allowed maximum level.",,,,,,1.0,
Happy Good excellent,,,,,,1.0,
"There is a reason why this scheme is popular with employers but not employees. This scheme is free to employers, but pricey and difficult for employees to use with non standard layers of security which are more difficult than a banks.",,,,,,1.0,
"Not bad overall, fairly intuitive website. Canât understand for the life of me why employers are allowed 22 days to pay contributions delaying returns on investments several years after auto enrolment is fully in place.",,,,,,1.0,
"Easy to sign up, employer contributions whatâs not to like.",,,,,,1.0,
very helpful and friendly service ð,,,,,,1.0,
Clear and understanding knowledge of what I have paid in and what I am entitled to.,,,,,,1.0,
"Generally all right. Needs call centres within their own territories, however. Sometimes give a really big and detailed response to questions put within their portal but (nearly always) signed by Richard Hardy, so I am unsure whether these are bespoke or generic answers, personally.",,,,,,1.0,
"Join when change employment, glad I did",,,,,,1.0,
Very easy to understand and navigate to what information you need .,,,,,,1.0,
